1: Main Flora Type,1: Main Flora Type,2a: Aquatic Sub-Habitat or 2b: Other Sub-Habitat,2c: Rarity,3: Grouping,4: Size,5: Main Body,5a: Branches,5b: Roots,5c: Surface For Main Body,5d: Color For  Main Body,5e: Color Pattern For Main Body,5c: Surface For Branches,5d: Color For  Branches,5e: Color Pattern For Branches,5c: Surface For Roots,5d: Color For  Roots,5e: Color Pattern For Roots,6: Leaves,6a: Leaf Location,6b: Leaf Shape,6c: Leaf Margin,6c: Leaf Surface,6d: Leaf Venation,6e: Leaf Numbers,5c: Surface For Leaves,5d: Color For  Leaves,5e: Color Pattern For Leaves,7: Reproduction,7a: Seeds,7b: Primary Dispersal,7c: Flower Type,7d: Flower Shape,7e: Flower Size,7f: Pedal Shape,7g: Pedal Surface,7h: Flower Location,7i: Flower Scent,7j: Flower Frequency,5c: Surface For Flowers,5d: Color For  Flowers,7k: Flower Pattern,7l: Stamens,7m: Pistils,8: Diet,8a: Tropism,9: Sentience,9a: Sentience Type,10: Edibility For Leaves,10a: Edible Preparation For Leaves or 10c: Medicinal Preparation For Leaves,10b: Medicinal Properties For Leaves,10: Edibility For Flowers,10a: Edible Preparation For Flowers or 10c: Medicinal Preparation For Flowers,10b: Medicinal Properties For Flowers,10: Edibility For Fruit,10a: Edible Preparation For Fruit or 10c: Medicinal Preparation For Fruit,10b: Medicinal Properties For Fruit,10: Edibility For Bark,10a: Edible Preparation For Bark or 10c: Medicinal Preparation For Bark,10b: Medicinal Properties For Bark,10: Edibility For Stems,10a: Edible Preparation For Stems or 10c: Medicinal Preparation For Stems,10b: Medicinal Properties For Stems,10: Edibility For Roots,10a: Edible Preparation For Roots or 10c: Medicinal Preparation For Roots,10b: Medicinal Properties For Roots,
Herbaceous,Terrestrial,Forest / Jungle,Common,Solitary (1-2),Average (25cm-1m),Creeper Vine,Radial,Fibrous,Rough,Silver,N/A,Smooth,Yellow,N/A,Smooth,Green,N/A,Compound,Branch Points,Linear (Parallel Margins & Elongate),Dentate,Smooth,Parallel (Veins Arranged Axially Not Intersecting),Whorls (3-5),Smooth,Copper,N/A,Budding / Fragmentation,Grain,Wind,Compound,Spike,Large (5-10cm),Oval,Velvety,Terminal,Musky,Poly-Annual (2-7 Years),Scaly,White,Mimicry,1-3,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Steeped,N/A,Edible,Dried,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Roasted,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Forest / Jungle,Common,Large Patch (120+),Small (5-25cm),Multiple Stems / Trunks,Radial,Tap,Waxy,Grey,N/A,Waxy,Violet,N/A,Waxy,Black,N/A,Broad,Terminal,Hastatae (Triangular Basal Lobes),Ciliate,Scaly,Parallel (Veins Arranged Axially Not Intersecting),Clusters (6+),Smooth,White,N/A,Seeds,Nut,Other,Pairs,Spike,Avg. (1-5cm),Oval,Hairy,Random Interval,Musky,Perennial (Yearly),Smooth,Yellow,Patches,10+,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Herbaceous,Aquatic,Fresh Water,Uncommon,Medium Patch (12-120),Average (25cm-1m),Creeper Vine,Random,Fibrous,Smooth,Violet,N/A,Waxy,Green,N/A,Other,Green,N/A,Compound,Random Interval & Random Interval,Subulate (Awl),Lobate,Waxy,Reticulate (Smaller Veins Forming a Network),Whorls (3-5),Smooth,Brown,N/A,Seeds,Spore,Gravity,Bunches,Cone,Tiny (<5mm),Blade,Waxy,Random Interval,Sweet,Other,Waxy,Black,Patches,10+,0,Photo / Chemo-Synthetic,None,Non-Sentient,N/A,Medicinal / Other,Decoction,Euphoriant,Medicinal / Other,Fomentation,Galactagogue,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Raw,N/A,Medicinal / Other,Cold Extract,Acrid,
Herbaceous,Aquatic,Brackish,Very Common,Small Patch (1-12),Huge (>10m),Creeper Vine,Random,Fibrous,Smooth,Green,N/A,Smooth,Red,N/A,Scaly,Gold,N/A,Broad,Branch Points,Cordate (Heart Stem in Cleft),Serate,Smooth,Parallel (Veins Arranged Axially Not Intersecting),Singles (1),Smooth,Green,N/A,Seeds,Fruit,Gravity,Pairs,Bell,Avg. (1-5cm),Round,Velvety,Stem / Trunk,Other / Specific,Perennial (Yearly),Scaly,Black,Phases,4-9,1,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Blanched,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Edible,Boiled,N/A,Medicinal / Other,Tincture,Expectorant,Medicinal / Other,Ground,Rubefacient,
Herbaceous,Aquatic,Salt Water,Rare,Medium Patch (12-120),Small (5-25cm),Multiple Stems / Trunks,None,Tap,Smooth,Green,N/A,Smooth,Brown & Green,Luminescent,Smooth,Yellow,N/A,None,Branch Points,Pedate (Palmate Divided Latteral Lobes),Smooth,Scaly,Pinnate (Secondary Veins Paired Oppositely),Singles (1),Flaky,Violet,N/A,Seeds,Spore,Wind,Other,Bell,Tiny (<5mm),Blade,Hairy,Terminal,Sweet,Poly-Annual (2-7 Years),Smooth,Green,Blushed,4-9,2-4,Photo / Chemo-Synthetic,Mobile,Non-Sentient,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Raw,N/A,
Woody,Terrestrial,Forest / Jungle,Common,Solitary (1-2),Large (1-10m),Stem / Trunk,Ordered,Tap,Scaly,Black,N/A,Smooth,Red,N/A,Rough,Black & Brown,Spotted,Needles,Random Interval,Cuneate (Wedge Accute Base),Serrulate,Waxy,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Singles (1),Smooth,Black,N/A,Suckers,Fruit,Animal,Pairs,Sphere,Large (5-10cm),Curly,Dusty,Branch Points & Regular Interval,Sweet,Annual (Once),Rough,Brown,Phases,4-9,5+,Other,Light,Non-Sentient,N/A,Edible,Boiled,N/A,Medicinal / Other,Vapor / Smoke,Narcotic,Nutritious / Tasty,Raw,N/A,Non-Edible,N/A,N/A,Edible,Boiled,N/A,Non-Edible,N/A,N/A,
Herbaceous,Aquatic,Salt Water,Common,Solitary (1-2),Small (5-25cm),Creeper Vine,Radial,Fibrous,Other,Green,N/A,Smooth,Orange,N/A,Smooth,Orange,N/A,Compound,Branch Points,Orbicular (Circular),Dentate & Sinuate,Sticky,Parallel (Veins Arranged Axially Not Intersecting),Singles (1),Smooth,Copper,N/A,Suckers,Nut,Animal,Pairs,Bell,Avg. (1-5cm),Feathery,Waxy,Terminal,None,Annual (Once),Waxy,Brown,Mimicry,1-3,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Boiled,N/A,Medicinal / Other,Cold Compress,Emetic,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Powder,Carminative,Medicinal / Other,Decoction,Cholagouge,
Herbaceous,Terrestrial,Forest / Jungle,Very Common,Solitary (1-2),Small (5-25cm),Stem / Trunk,None,Tap,Smooth,Violet,N/A,Smooth,White,N/A,Waxy,Black,N/A,Blades,Regular Interval,Obcordate (Heart Stem at Point) & Pedate (Palmate Divided Latteral Lobes),Lobate,Smooth,None,Singles (1),Waxy,Yellow,N/A,Seeds,Grain,Water,Spray,Complex,Avg. (1-5cm),Round,Velvety,Regular Interval,None,Perennial (Yearly),Smooth,Violet,Blushed,1-3,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Non-Edible,N/A,N/A,Edible,Roasted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Herbaceous,Aquatic,Salt Water,Very Common,Medium Patch (12-120),Average (25cm-1m),Creeper Vine,None,Fibrous,Smooth,Blue,N/A,Waxy,Violet & Green,Stripes,Waxy,Black,N/A,Compound,Terminal,Palmate (Hand-Like),Undulate,VelvetyDusty,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+),Smooth,Blue,N/A,Seeds,Fruit,Animal,Pairs,Cone,Small (5-10mm),Wavy,Hairy,Branch Points,Foul,Annual (Once),Smooth,Blue & Black,Patches,10+,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Grated,Antihydrotic,Edible & Non-Edible,N/A,N/A,Edible,Dried,N/A,N/A,N/A,N/A,Edible,Boiled,N/A,Nutritious / Tasty,Boiled,N/A,
Woody,Terrestrial,Hills / Scrub,Uncommon,Large Patch (120+),Small (5-25cm),Creeper Vine,Random,Tap,Rough,Silver,N/A,Smooth,Silver,N/A,Rough,Green & Gold,Stripes,Compound,Random Interval,Obtuse (Bluntly Tipped),Serate,Hairy,Reticulate (Smaller Veins Forming a Network),Clusters (6+),Rough,Silver,N/A,Seeds & Seeds,Nut,Wind,Pairs,Complex,Small (5-10mm),Toothed,Velvety,Branch Points,Foul,Poly-Annual (2-7 Years),Waxy,Yellow,Solid,1-3,2-4,Photo / Chemo-Synthetic,Heat,Non-Sentient,N/A,Nutritious / Tasty,Raw,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Wash,Counterirritant,Nutritious / Tasty,Raw,N/A,
Fungus,Avian,Plains / Savannah,Common,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,None,Rhizoid,Smooth,Green,N/A,Other,Red,N/A,Waxy,Green,N/A,Needles,Terminal,Pinnatisect (Deep Opposite Lobing),Denticulate,Scaly,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+),Flaky,Orange,N/A,Seeds,Other,Water,Compound,Disc,Small (5-10mm),Thread,Hairy,Terminal,Musky,Annual (Once),Smooth,Yellow,Blushed,10+,2-4,Parasitic,None,Non-Sentient,N/A,Nutritious / Tasty,Raw,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Boiled,N/A,
Herbaceous,Terrestrial,Hills / Scrub,Common,Medium Patch (12-120),Average (25cm-1m),Creeper Vine,Radial,Tap,Smooth,White,N/A,Smooth,Brown,N/A,Waxy,Yellow,N/A,Compound,Branch Points,Flabellate (Fan Shaped),Denticulate,Smooth,Dichotomous (Veins Branching in Symmetric Pairs),Clusters (6+),Smooth,Green,N/A,Suckers,Grain,Animal,Spray,Funnel,Huge (>10cm),Curly,Dusty,Branch Points,Musky,Annual (Once),Waxy,Violet,Patches,0,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Juice,Disinfectant,Medicinal / Other,Tincture,Pectoral,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Boiled,N/A,Non-Edible,N/A,N/A,
Herbaceous,Aquatic,Brackish,Uncommon,Small Patch (1-12),Small (5-25cm),Stem / Trunk,None,Rhizoid,Smooth,Silver,N/A,Rough,Blue,N/A,Waxy,Grey,N/A,Broad,Branch Points,Hastatae (Triangular Basal Lobes),Undulate,Smooth,Palmate (Several Primary Veins Diverging from a Point),Clusters (6+),Smooth,Red,N/A,Suckers,Grain,Water,Compound,Spike,Avg. (1-5cm),Toothed,Smooth,Branch Points,Sweet,Perennial (Yearly),Smooth,Silver,Solid & Spotted,10+,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Tincture,Antiseptic,Medicinal / Other,Crushed,Antispasmodic,N/A,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Edible,Steeped,N/A,
Herbaceous,Terrestrial,Marsh / Swamp / Bog,Very Rare,Small Patch (1-12),Huge (>10m),Stem / Trunk,Radial,Tap,Smooth,Green,N/A,Smooth,Brown,N/A,Smooth,Blue,N/A,Compound,Terminal,Pinnatisect (Deep Opposite Lobing),Denticulate,Waxy,Cross-Venulate (Small Veins Connecting Secondary Veins),Whorls (3-5),Smooth,Gold,N/A,Seeds,Fruit,Wind,Pairs,Bell,Avg. (1-5cm),Blade,Smooth,Branch Points,Musky,Poly-Annual (2-7 Years),Smooth,Brown,Night Blooming,1-3,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Nutritious / Tasty,Dried,N/A,Nutritious / Tasty,Ground,N/A,Medicinal / Other,Essence,Aromatic,Medicinal / Other,Grated,Caustic,Nutritious / Tasty,Dried,N/A,Medicinal / Other,Other,Mysical / Other,
Herbaceous,Terrestrial,Plains / Savannah,Common,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Radial,Fibrous,Smooth,Blue,N/A,Waxy,Green,N/A,Smooth,Grey,N/A,Compound,Terminal,Obcordate (Heart Stem at Point) & Falcate (Sickle),Dentate,Waxy,Palmate (Several Primary Veins Diverging from a Point),Whorls (3-5),Smooth,Gold,N/A,Seeds,Fruit,Animal,None,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Photo / Chemo-Synthetic,Heat,Non-Sentient,N/A,Medicinal / Other,Rubbed,Re-Roll,N/A,N/A,N/A,Edible,Boiled,N/A,N/A,N/A,N/A,Nutritious / Tasty,Roasted,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Plains / Savannah,Uncommon,Solitary (1-2),Average (25cm-1m),Stem / Trunk,Random,Tap,Scaly,Green,N/A,Smooth,Blue,N/A,Smooth,Green,N/A,Blades,Random Interval,Acicular (Needle),Crenate,Smooth,Palmate (Several Primary Veins Diverging from a Point),Whorls (3-5),Smooth,Red,N/A,Seeds,Fruit,Water,Other,Funnel,Avg. (1-5cm),Round,Smooth,Branch Points,Other / Specific,Other,Smooth,Red,Translucent & Translucent,10+,1,Photo / Chemo-Synthetic,Heat,Non-Sentient,N/A,Medicinal / Other,Essence,Purgative,Edible,Blanched,N/A,Edible,Boiled,N/A,N/A,N/A,N/A,Edible,Blanched,N/A,Medicinal / Other,Wash,Cardiac,
Herbaceous,Terrestrial,Mountains,Common,Small Patch (1-12),Huge (>10m),Creeper Vine,Radial,Tubers,Smooth,Blue,N/A,Smooth,Green,N/A,Smooth,Brown,N/A,Broad,Random Interval,Obtuse (Bluntly Tipped),Undulate,Sticky,Reticulate (Smaller Veins Forming a Network),Singles (1),Smooth,Brown,N/A,Seeds,Grain,Gravity,Spray,Complex,Small (5-10mm),Blade,Hairy,Regular Interval,Musky,Poly-Annual (2-7 Years),Smooth,Yellow,Luminescent,1-3,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Medicinal / Other,Ground,Soporific,Nutritious / Tasty,Boiled,N/A,N/A,N/A,N/A,Nutritious / Tasty,Dried,N/A,Edible,Dried,N/A,Nutritious / Tasty,Raw,N/A,
Herbaceous,Avian,Forest / Jungle,Very Common,Small Patch (1-12),Average (25cm-1m),Stem / Trunk,Radial,Fibrous,Smooth,Yellow,N/A,Waxy,Orange,N/A,Smooth,Green,N/A,Compound,Stem / Trunk,Obovate (Egg Narrow at Base),Smooth,Error: Roll Out of Range,Reticulate (Smaller Veins Forming a Network),Whorls (3-5) & Singles (1),Smooth,Silver,N/A,Seeds,Nut,Gravity,Bunches,Funnel,Avg. (1-5cm),Curly,Waxy,Regular Interval,Sweet,Perennial (Yearly),Scaly,Orange,Mottled,4-9,1,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Infusion,Alterative,Edible,Raw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Raw,N/A,Medicinal / Other,Vapor / Smoke,Colorant,
Fungus,Terrestrial,Desert / Waste,Very Rare,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,None,None,Scaly,Orange,N/A,Other,Yellow,N/A,Other,Orange,N/A,Needles,Terminal,Linear (Parallel Margins & Elongate),Undulate,Smooth,Reticulate (Smaller Veins Forming a Network),Whorls (3-5),Scaly,Silver,N/A,Budding / Fragmentation,Nut,Animal,Pairs,Funnel,Large (5-10cm),Wavy,Smooth,Regular Interval,Musky,Poly-Annual (2-7 Years),Smooth,Violet,Blushed,10+,2-4,Decay,None,Non-Sentient,N/A,Non-Edible,N/A,N/A,Edible,Roasted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Steeped,N/A,Medicinal / Other,Cold Extract,Oil,
Herbaceous,Aquatic,Fresh Water,Very Common,Solitary (1-2),Huge (>10m),Multiple Stems / Trunks,Radial,Fibrous,Waxy,Green,N/A,Smooth,Orange,N/A,Smooth,Silver,N/A,Broad,Random Interval,Linear (Parallel Margins & Elongate),Denticulate,Waxy,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Clusters (6+),Waxy,Yellow,N/A,Suckers,Fruit,Animal,Pairs,Cone,Tiny (<5mm),Blade,Velvety,Terminal,Musky,Annual (Once),Waxy,Copper,Patches,10+,0,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Nutritious / Tasty,Raw,N/A,Medicinal / Other,Tincture,Vermicide,Medicinal / Other,Cold Extract,Oxytocic,Medicinal / Other,Juice,Re-Roll,Edible,Boiled,N/A,Medicinal / Other & Medicinal / Other,N/A,N/A,
Fungus,Terrestrial,Desert / Waste,Uncommon,Small Patch (1-12),Tiny (<5cm),Stem / Trunk,None,Bulb,Smooth,Green,N/A,Smooth,Blue,N/A,Smooth,Yellow,N/A,Scales & Needles,Terminal,Linear (Parallel Margins & Elongate),Ciliate,Smooth,Reticulate (Smaller Veins Forming a Network),Whorls (3-5),Smooth,White,N/A,Seeds,Spore,Wind,Bunches,Funnel,Avg. (1-5cm),Blade,Smooth,Terminal,None,Annual (Once),Other,Silver,Mottled,4-9,2-4,Predaceous,None,Non-Sentient,N/A,Edible,Ground,N/A,Nutritious / Tasty,Raw,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Grated,Antiscorbutic,Medicinal / Other,Crushed,Antinauseant,
Woody,Terrestrial,Marsh / Swamp / Bog,Uncommon,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Radial,Advantageous,Smooth,Green,N/A,Flaky,Green,N/A,Smooth,Brown,N/A,Compound,Random Interval,Obovate (Egg Narrow at Base),Sinuate & Serate,Scaly,Pinnate (Secondary Veins Paired Oppositely),Singles (1),Scaly,Black,N/A,Seeds,Nut,Water,Single,Bell,Small (5-10mm),Toothed,Velvety,Regular Interval,Sweet,Annual (Once),Flaky,Green,Mottled,1-3,2-4,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Non-Edible,N/A,N/A,Medicinal / Other,Other,Bitter,N/A,N/A,N/A,Non-Edible,N/A,N/A,Nutritious / Tasty,Raw,N/A,Medicinal / Other,Other,Refridgerant,
Woody,Terrestrial,Plains / Savannah,Very Common,Medium Patch (12-120),Large (1-10m),Stem / Trunk,Radial,Fibrous,Waxy,Green & Silver,Stripes,Waxy,Yellow,N/A,Other,Copper,N/A,Compound,Stem / Trunk,Spatulate (Spoon),Lobate,VelvetyDusty,Parallel (Veins Arranged Axially Not Intersecting),Pairs (2),Smooth,Gold,N/A,Seeds,Nut,Gravity,Single,Funnel,Large (5-10cm),Round,Smooth,Terminal,Other / Specific,Perennial (Yearly),Smooth,Green,Iridescent,10+,5+,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Edible,Steeped,N/A,Edible,Roasted,N/A,Nutritious / Tasty,Raw,N/A,
Herbaceous,Aquatic,Brackish,Rare,Medium Patch (12-120),Small (5-25cm),Creeper Vine,Radial,Rhizoid,Smooth,Red,N/A,Smooth,Green,N/A,Smooth & Scaly,Green,N/A,Broad,Regular Interval,Reniform (Kidney),Sinuate,Sticky,Longitudinal (Veins Mostly Aligned Along Axis of Leaf),Singles (1),Smooth,Blue,N/A,Seeds,Spore,Animal,Other,Bell,Small (5-10mm),Round,Smooth,Terminal,Sweet,Other,Smooth,Orange,Solid,1-3,0,Parasitic,Motile,Non-Sentient,N/A,Edible,Raw,N/A,Medicinal / Other,Ground,Refridgerant,N/A,N/A,N/A,N/A,N/A,N/A,Nutritious / Tasty,Raw,N/A,Edible,Dried,N/A,
Herbaceous,Aquatic,Brackish,Uncommon,Large Patch (120+),Large (1-10m),Stem / Trunk,Radial,Tubers,Smooth,Yellow,N/A,Waxy,Green,N/A,Waxy,Grey,N/A,Broad,Terminal,Cuneate (Wedge Accute Base),Lobate,Scaly,Dichotomous (Veins Branching in Symmetric Pairs),Singles (1),Smooth,Silver,N/A,Seeds,Fruit,Wind,Bunches,Cone,Small (5-10mm),Oval,Sticky,Branch Points,None,Annual (Once),Rough,Green,Solid,10+,2-4,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Fomentation,Vermifuge,Medicinal / Other,Vapor / Smoke,Antitussive,Edible,Boiled,N/A,Nutritious / Tasty,Dried,N/A,Edible,Boiled,N/A,Non-Edible,N/A,N/A,
Woody,Terrestrial,Forest / Jungle,Very Common,Small Patch (1-12),Average (25cm-1m),Multiple Stems / Trunks,Radial,Fibrous,Rough,Red,N/A,Rough & Flaky,Grey,N/A,Smooth,Yellow,N/A,Blades,Stem / Trunk,Obovate (Egg Narrow at Base),Serate,Sticky,Reticulate (Smaller Veins Forming a Network),Singles (1),Scaly,Brown,N/A,Seeds,Nut,Gravity,Other,Spike,Avg. (1-5cm),Oval & Blade,Waxy,Random Interval,None,Annual (Once),Other,Black,Spotted,10+,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,Edible,Boiled,N/A,
Woody,Aquatic,Fresh Water,Uncommon,Medium Patch (12-120),Small (5-25cm),Stem / Trunk,Ordered,Fibrous,Scaly,Yellow,N/A,Rough,Green,N/A,Smooth & Scaly,Brown & Green,Solid,Broad,Branch Points,Acuminate (Taper to Long Point),Undulate,Scaly,Dichotomous (Veins Branching in Symmetric Pairs),Clusters (6+),Smooth,Copper,N/A,Seeds,Fruit,Animal,Pairs,Bell,Avg. (1-5cm),Round,Hairy,Stem / Trunk,Sweet,Perennial (Yearly),Rough,Silver & Green,Stripes & Solid,10+,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Ground,N/A,Edible,Steeped,N/A,Nutritious / Tasty,Dried,N/A,N/A,N/A,N/A,Nutritious / Tasty,Raw,N/A,Medicinal / Other,Tincture,Fungicide,
Woody,Terrestrial,Plains / Savannah,Rare,Medium Patch (12-120),Average (25cm-1m),Multiple Stems / Trunks,Radial,Advantageous,Rough,White,N/A,Waxy,Yellow,N/A,Rough,White,N/A,Broad,Random Interval,Poly-Foliate (2-7 Leaflets),Sinuate,VelvetyDusty,Parallel (Veins Arranged Axially Not Intersecting) & Palmate (Several Primary Veins Diverging from a Point),Singles (1),Flaky,Silver,N/A,Suckers & Suckers,Nut,Animal,Pairs,Bell,Huge (>10cm),Wavy & Wavy,Waxy,Regular Interval,Musky,Annual (Once),Smooth,Violet,Translucent,4-9,0,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible,Boiled,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Edible,Roasted,N/A,Non-Edible,N/A,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Forest / Jungle,Uncommon,Solitary (1-2),Average (25cm-1m),Multiple Stems / Trunks,Radial,Tap,Smooth,Yellow,N/A,Smooth,Blue,N/A,Smooth,Grey,N/A,Blades,Terminal,Reniform (Kidney),Spiny,Smooth,Reticulate (Smaller Veins Forming a Network),Clusters (6+),Smooth,Green,N/A,Seeds,Nut,Animal,Single,Funnel,Small (5-10mm),Curly,Velvety,Terminal,Sweet,Other,Waxy,Brown,Blushed,1-3,2-4,Photo / Chemo-Synthetic,Gravity,Non-Sentient,N/A,Edible & Edible,N/A,N/A,Medicinal / Other,Ground,Depressant,N/A,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Re-Roll,Sialagogue,Non-Edible,N/A,N/A,
Herbaceous,Aquatic,Fresh Water,Very Common,Medium Patch (12-120),Small (5-25cm),Multiple Stems / Trunks,Radial,Fibrous,Scaly,Brown,N/A,Other,Silver,N/A,Flaky,Green,N/A,Compound,Terminal,Rhomboid (Diamond),Smooth,Sticky,Reticulate (Smaller Veins Forming a Network),Singles (1),Smooth,Yellow,N/A,Seeds,Grain,Water,Spray,Spike,Avg. (1-5cm),Blade,Velvety,Terminal,Sweet,Annual (Once),Smooth,Yellow,Spotted,4-9,5+,Photo / Chemo-Synthetic,Touch,Non-Sentient,N/A,Edible,Blanched,N/A,Nutritious / Tasty,Dried,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Edible,Blanched,N/A,Medicinal / Other,Syrup,Antiscrufulous,
Herbaceous,Aquatic,Fresh Water,Rare,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,Radial,Tubers,Smooth,Yellow,N/A,Smooth,Silver,N/A,Other,Brown,N/A,Compound,Random Interval,Pedate (Palmate Divided Latteral Lobes),Serate,Error: Roll Out of Range,Reticulate (Smaller Veins Forming a Network),Singles (1),Smooth,Yellow,N/A,Seeds,Fruit,Animal,Pairs,Complex,Small (5-10mm),Oval,Scaly,Stem / Trunk,Sweet,Perennial (Yearly),Waxy,Blue,Mottled,0,5+,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,Medicinal / Other,Cold Extract,Appetizer,Medicinal / Other,Powder,Narcotic,Medicinal / Other,Poultice,Errihine,N/A,N/A,N/A,Edible,Boiled,N/A,Edible,Boiled,N/A,
Algae,Sub-Terrestrial,Hills / Scrub,Common,Medium Patch (12-120),Huge (>10m),Stem / Trunk,Radial,Tubers,Rough,Copper,N/A,Smooth,Silver,N/A,Smooth,Copper,N/A,None,Random Interval,Ovate (Egg Wide at Base),Undulate,VelvetyDusty,Dichotomous (Veins Branching in Symmetric Pairs),Clusters (6+),Flaky,Gold,N/A,Budding / Fragmentation,Spore,Other,Single,Disc,Small (5-10mm),Toothed,Velvety,Random Interval,Foul,Annual (Once),Smooth,Copper,Mimicry & Spotted,1-3,5+,Photo / Chemo-Synthetic,Light,Non-Sentient,N/A,N/A,N/A,N/A,Non-Edible,N/A,N/A,N/A,N/A,N/A,Medicinal / Other,Ground,Aphrodesiac,Edible,Steeped,N/A,Non-Edible,N/A,N/A,
Herbaceous,Terrestrial,Mountains,Common,Medium Patch (12-120),Average (25cm-1m),Stem / Trunk,None,Fibrous,Smooth,Green,N/A,Smooth,Red,N/A,Smooth,Yellow,N/A,Broad,Stem / Trunk,Deltoid (Triangular),Undulate,Hairy,Dichotomous (Veins Branching in Symmetric Pairs),Clusters (6+),Waxy,Black,N/A,Seeds,Fruit,Animal,Pairs,Sphere,Small (5-10mm),Wavy,Sticky & Waxy,Terminal,Sweet,Annual (Once),Rough,Brown,Solid,4-9,2-4,Photo / Chemo-Synthetic,None,Non-Sentient,N/A,Edible,Dried,N/A,Edible,Ground,N/A,Edible,Dried,N/A,N/A,N/A,N/A,Medicinal / Other,Bath,Galactagogue,Medicinal / Other,Ointment,Laxative,
